수광점ID,학교,종류,교사동/운동장,수광면,층,번호,수광점정의,X,Y,Z,S1_총일조h,S1_연속h,S1_기준A,S2_총일조h,S2_연속h,S2_기준A,Δ총일조h,Δ연속h,변화
별관(5층) 5층-10,여의도초등학교,교사동 창면,별관(5층),별관(5층),5,10,도면기준,194415.67,547068.64,14.75,5.83,5.83,충족,4.83,4.83,충족,-1.0,-1.0,유지 충족
별관(5층) 1층-11,여의도초등학교,교사동 창면,별관(5층),별관(5층),1,11,도면기준,194417.9,547065.81,1.95,3.83,3.83,충족,3.17,3.17,충족,-0.66,-0.66,유지 충족
별관(5층) 2층-11,여의도초등학교,교사동 창면,별관(5층),별관(5층),2,11,도면기준,194417.9,547065.81,5.15,4.17,4.17,충족,3.17,3.17,충족,-1.0,-1.0,유지 충족
별관(5층) 3층-11,여의도초등학교,교사동 창면,별관(5층),별관(5층),3,11,도면기준,194417.9,547065.81,8.35,4.33,4.33,충족,3.17,3.17,충족,-1.16,-1.16,유지 충족
별관(5층) 4층-11,여의도초등학교,교사동 창면,별관(5층),별관(5층),4,11,도면기준,194417.9,547065.81,11.55,4.33,4.33,충족,3.17,3.17,충족,-1.16,-1.16,유지 충족
별관(5층) 5층-11,여의도초등학교,교사동 창면,별관(5층),별관(5층),5,11,도면기준,194417.9,547065.81,14.75,6.0,6.0,충족,4.83,4.83,충족,-1.17,-1.17,유지 충족
별관(5층) 1층-12,여의도초등학교,교사동 창면,별관(5층),별관(5층),1,12,도면기준,194421.23,547061.56,1.95,1.0,1.0,불충족,0.5,0.5,불충족,-0.5,-0.5,유지 불충족
별관(5층) 2층-12,여의도초등학교,교사동 창면,별관(5층),별관(5층),2,12,도면기준,194421.23,547061.56,5.15,1.33,1.33,불충족,0.5,0.5,불충족,-0.83,-0.83,유지 불충족
별관(5층) 3층-12,여의도초등학교,교사동 창면,별관(5층),별관(5층),3,12,도면기준,194421.23,547061.56,8.35,1.5,1.5,불충족,0.5,0.5,불충족,-1.0,-1.0,유지 불충족
별관(5층) 4층-12,여의도초등학교,교사동 창면,별관(5층),별관(5층),4,12,도면기준,194421.23,547061.56,11.55,1.5,1.5,불충족,0.5,0.5,불충족,-1.0,-1.0,유지 불충족
별관(5층) 5층-12,여의도초등학교,교사동 창면,별관(5층),별관(5층),5,12,도면기준,194421.23,547061.56,14.75,2.5,2.5,충족,1.5,1.5,불충족,-1.0,-1.0,신규 불충족
별관(5층) 1층-13,여의도초등학교,교사동 창면,별관(5층),별관(5층),1,13,도면기준,194426.78,547054.48,1.95,0.0,0.0,불충족,0.0,0.0,불충족,0.0,0.0,유지 불충족
별관(5층) 2층-13,여의도초등학교,교사동 창면,별관(5층),별관(5층),2,13,도면기준,194426.78,547054.48,5.15,0.0,0.0,불충족,0.0,0.0,불충족,0.0,0.0,유지 불충족
별관(5층) 3층-13,여의도초등학교,교사동 창면,별관(5층),별관(5층),3,13,도면기준,194426.78,547054.48,8.35,0.33,0.33,불충족,0.33,0.33,불충족,0.0,0.0,유지 불충족
별관(5층) 4층-13,여의도초등학교,교사동 창면,별관(5층),별관(5층),4,13,도면기준,194426.78,547054.48,11.55,1.5,1.5,불충족,1.5,1.5,불충족,0.0,0.0,유지 불충족
별관(5층) 5층-13,여의도초등학교,교사동 창면,별관(5층),별관(5층),5,13,도면기준,194426.78,547054.48,14.75,3.33,3.33,충족,3.33,3.33,충족,0.0,0.0,유지 충족
별관(5층) 1층-14,여의도초등학교,교사동 창면,별관(5층),별관(5층),1,14,도면기준,194429.01,547051.65,1.95,0.0,0.0,불충족,0.0,0.0,불충족,0.0,0.0,유지 불충족
별관(5층) 2층-14,여의도초등학교,교사동 창면,별관(5층),별관(5층),2,14,도면기준,194429.01,547051.65,5.15,0.0,0.0,불충족,0.0,0.0,불충족,0.0,0.0,유지 불충족
별관(5층) 3층-14,여의도초등학교,교사동 창면,별관(5층),별관(5층),3,14,도면기준,194429.01,547051.65,8.35,0.0,0.0,불충족,0.0,0.0,불충족,0.0,0.0,유지 불충족
별관(5층) 4층-14,여의도초등학교,교사동 창면,별관(5층),별관(5층),4,14,도면기준,194429.01,547051.65,11.55,2.0,2.0,충족,2.0,2.0,충족,0.0,0.0,유지 충족
별관(5층) 5층-14,여의도초등학교,교사동 창면,별관(5층),별관(5층),5,14,도면기준,194429.01,547051.65,14.75,4.33,4.33,충족,4.33,4.33,충족,0.0,0.0,유지 충족
여의도초등학교 운동장-1,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,1,배치도 경계(래스터 계측) + 분석지점도 격자,194330.15,547053.46,0.0,3.17,3.0,충족,3.33,3.33,충족,0.16,0.33,유지 충족
여의도초등학교 운동장-2,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,2,배치도 경계(래스터 계측) + 분석지점도 격자,194337.13,547058.92,0.0,4.33,3.83,충족,3.5,3.5,충족,-0.83,-0.33,유지 충족
여의도초등학교 운동장-3,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,3,배치도 경계(래스터 계측) + 분석지점도 격자,194344.11,547064.38,0.0,5.0,4.5,충족,3.83,3.67,충족,-1.17,-0.83,유지 충족
여의도초등학교 운동장-4,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,4,배치도 경계(래스터 계측) + 분석지점도 격자,194351.1,547069.83,0.0,5.0,4.67,충족,3.67,3.67,충족,-1.33,-1.0,유지 충족
여의도초등학교 운동장-5,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,5,배치도 경계(래스터 계측) + 분석지점도 격자,194358.08,547075.29,0.0,5.67,5.0,충족,4.17,3.83,충족,-1.5,-1.17,유지 충족
여의도초등학교 운동장-6,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,6,배치도 경계(래스터 계측) + 분석지점도 격자,194365.06,547080.74,0.0,6.17,6.0,충족,4.5,4.33,충족,-1.67,-1.67,유지 충족
여의도초등학교 운동장-7,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,7,배치도 경계(래스터 계측) + 분석지점도 격자,194372.05,547086.2,0.0,6.17,6.0,충족,4.67,4.5,충족,-1.5,-1.5,유지 충족
여의도초등학교 운동장-8,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,8,배치도 경계(래스터 계측) + 분석지점도 격자,194379.03,547091.66,0.0,6.0,5.83,충족,4.5,4.33,충족,-1.5,-1.5,유지 충족
여의도초등학교 운동장-9,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,9,배치도 경계(래스터 계측) + 분석지점도 격자,194335.73,547046.31,0.0,3.0,2.83,충족,3.33,3.33,충족,0.33,0.5,유지 충족
여의도초등학교 운동장-10,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,10,배치도 경계(래스터 계측) + 분석지점도 격자,194342.72,547051.77,0.0,4.0,3.67,충족,3.5,3.5,충족,-0.5,-0.17,유지 충족
여의도초등학교 운동장-11,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,11,배치도 경계(래스터 계측) + 분석지점도 격자,194349.7,547057.23,0.0,4.33,4.33,충족,3.83,3.83,충족,-0.5,-0.5,유지 충족
여의도초등학교 운동장-12,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,12,배치도 경계(래스터 계측) + 분석지점도 격자,194356.68,547062.68,0.0,4.67,4.67,충족,3.83,3.83,충족,-0.84,-0.84,유지 충족
여의도초등학교 운동장-13,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,13,배치도 경계(래스터 계측) + 분석지점도 격자,194363.67,547068.14,0.0,4.83,4.83,충족,3.83,3.83,충족,-1.0,-1.0,유지 충족
여의도초등학교 운동장-14,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,14,배치도 경계(래스터 계측) + 분석지점도 격자,194370.65,547073.59,0.0,5.5,5.5,충족,4.33,4.33,충족,-1.17,-1.17,유지 충족
여의도초등학교 운동장-15,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,15,배치도 경계(래스터 계측) + 분석지점도 격자,194377.63,547079.05,0.0,5.67,5.67,충족,4.33,4.33,충족,-1.34,-1.34,유지 충족
여의도초등학교 운동장-16,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,16,배치도 경계(래스터 계측) + 분석지점도 격자,194384.62,547084.51,0.0,5.83,5.83,충족,4.5,4.5,충족,-1.33,-1.33,유지 충족
여의도초등학교 운동장-17,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,17,배치도 경계(래스터 계측) + 분석지점도 격자,194341.32,547039.16,0.0,2.5,2.5,충족,3.17,3.17,충족,0.67,0.67,유지 충족
여의도초등학교 운동장-18,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,18,배치도 경계(래스터 계측) + 분석지점도 격자,194348.3,547044.62,0.0,3.33,3.33,충족,3.5,3.5,충족,0.17,0.17,유지 충족
여의도초등학교 운동장-19,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,19,배치도 경계(래스터 계측) + 분석지점도 격자,194355.29,547050.08,0.0,4.0,4.0,충족,3.67,3.67,충족,-0.33,-0.33,유지 충족
여의도초등학교 운동장-20,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,20,배치도 경계(래스터 계측) + 분석지점도 격자,194362.27,547055.53,0.0,4.5,4.5,충족,3.83,3.83,충족,-0.67,-0.67,유지 충족
여의도초등학교 운동장-21,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,21,배치도 경계(래스터 계측) + 분석지점도 격자,194369.25,547060.99,0.0,4.83,4.83,충족,4.0,4.0,충족,-0.83,-0.83,유지 충족
여의도초등학교 운동장-22,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,22,배치도 경계(래스터 계측) + 분석지점도 격자,194376.24,547066.44,0.0,5.0,5.0,충족,4.0,4.0,충족,-1.0,-1.0,유지 충족
여의도초등학교 운동장-23,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,23,배치도 경계(래스터 계측) + 분석지점도 격자,194383.22,547071.9,0.0,5.5,5.5,충족,4.33,4.33,충족,-1.17,-1.17,유지 충족
여의도초등학교 운동장-24,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,24,배치도 경계(래스터 계측) + 분석지점도 격자,194390.2,547077.36,0.0,5.67,5.67,충족,4.5,4.5,충족,-1.17,-1.17,유지 충족
여의도초등학교 운동장-25,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,25,배치도 경계(래스터 계측) + 분석지점도 격자,194346.9,547032.01,0.0,2.17,2.17,충족,3.17,3.17,충족,1.0,1.0,유지 충족
여의도초등학교 운동장-26,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,26,배치도 경계(래스터 계측) + 분석지점도 격자,194353.89,547037.47,0.0,3.0,3.0,충족,3.33,3.33,충족,0.33,0.33,유지 충족
여의도초등학교 운동장-27,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,27,배치도 경계(래스터 계측) + 분석지점도 격자,194360.87,547042.93,0.0,3.67,3.67,충족,3.67,3.67,충족,0.0,0.0,유지 충족
여의도초등학교 운동장-28,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,28,배치도 경계(래스터 계측) + 분석지점도 격자,194367.86,547048.38,0.0,4.17,4.17,충족,3.83,3.83,충족,-0.34,-0.34,유지 충족
여의도초등학교 운동장-29,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,29,배치도 경계(래스터 계측) + 분석지점도 격자,194374.84,547053.84,0.0,4.5,4.5,충족,4.0,4.0,충족,-0.5,-0.5,유지 충족
여의도초등학교 운동장-30,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,30,배치도 경계(래스터 계측) + 분석지점도 격자,194381.82,547059.29,0.0,4.83,4.83,충족,4.17,4.17,충족,-0.66,-0.66,유지 충족
여의도초등학교 운동장-31,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,31,배치도 경계(래스터 계측) + 분석지점도 격자,194388.81,547064.75,0.0,5.17,5.17,충족,4.33,4.33,충족,-0.84,-0.84,유지 충족
여의도초등학교 운동장-32,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,32,배치도 경계(래스터 계측) + 분석지점도 격자,194395.79,547070.21,0.0,5.17,5.17,충족,4.17,4.17,충족,-1.0,-1.0,유지 충족
여의도초등학교 운동장-33,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,33,배치도 경계(래스터 계측) + 분석지점도 격자,194352.49,547024.86,0.0,2.17,2.17,충족,3.5,3.5,충족,1.33,1.33,유지 충족
여의도초등학교 운동장-34,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,34,배치도 경계(래스터 계측) + 분석지점도 격자,194359.47,547030.32,0.0,2.33,2.33,충족,3.0,3.0,충족,0.67,0.67,유지 충족
여의도초등학교 운동장-35,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,35,배치도 경계(래스터 계측) + 분석지점도 격자,194366.46,547035.78,0.0,3.0,3.0,충족,3.33,3.33,충족,0.33,0.33,유지 충족
여의도초등학교 운동장-36,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,36,배치도 경계(래스터 계측) + 분석지점도 격자,194373.44,547041.23,0.0,3.5,3.5,충족,3.5,3.5,충족,0.0,0.0,유지 충족
여의도초등학교 운동장-37,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,37,배치도 경계(래스터 계측) + 분석지점도 격자,194380.43,547046.69,0.0,3.83,3.83,충족,3.67,3.67,충족,-0.16,-0.16,유지 충족
여의도초등학교 운동장-38,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,38,배치도 경계(래스터 계측) + 분석지점도 격자,194387.41,547052.14,0.0,4.17,4.17,충족,3.83,3.83,충족,-0.34,-0.34,유지 충족
여의도초등학교 운동장-39,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,39,배치도 경계(래스터 계측) + 분석지점도 격자,194394.39,547057.6,0.0,4.5,4.5,충족,3.83,3.83,충족,-0.67,-0.67,유지 충족
여의도초등학교 운동장-40,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,40,배치도 경계(래스터 계측) + 분석지점도 격자,194401.38,547063.06,0.0,4.67,4.67,충족,4.0,4.0,충족,-0.67,-0.67,유지 충족
여의도초등학교 운동장-41,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,41,배치도 경계(래스터 계측) + 분석지점도 격자,194358.08,547017.71,0.0,2.5,2.5,충족,3.83,3.83,충족,1.33,1.33,유지 충족
여의도초등학교 운동장-42,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,42,배치도 경계(래스터 계측) + 분석지점도 격자,194365.06,547023.17,0.0,1.83,1.83,불충족,3.0,3.0,충족,1.17,1.17,신규 충족
여의도초등학교 운동장-43,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,43,배치도 경계(래스터 계측) + 분석지점도 격자,194372.04,547028.63,0.0,2.0,2.0,충족,2.67,2.67,충족,0.67,0.67,유지 충족
여의도초등학교 운동장-44,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,44,배치도 경계(래스터 계측) + 분석지점도 격자,194379.03,547034.08,0.0,2.5,2.5,충족,2.83,2.83,충족,0.33,0.33,유지 충족
여의도초등학교 운동장-45,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,45,배치도 경계(래스터 계측) + 분석지점도 격자,194386.01,547039.54,0.0,2.83,2.83,충족,3.0,3.0,충족,0.17,0.17,유지 충족
여의도초등학교 운동장-46,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,46,배치도 경계(래스터 계측) + 분석지점도 격자,194393.0,547044.99,0.0,3.17,3.17,충족,3.0,3.0,충족,-0.17,-0.17,유지 충족
여의도초등학교 운동장-47,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,47,배치도 경계(래스터 계측) + 분석지점도 격자,194399.98,547050.45,0.0,3.5,3.5,충족,3.17,3.17,충족,-0.33,-0.33,유지 충족
여의도초등학교 운동장-48,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,48,배치도 경계(래스터 계측) + 분석지점도 격자,194406.96,547055.91,0.0,3.67,3.67,충족,3.33,3.33,충족,-0.34,-0.34,유지 충족
여의도초등학교 운동장-49,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,49,배치도 경계(래스터 계측) + 분석지점도 격자,194363.66,547010.56,0.0,3.0,3.0,충족,4.33,4.33,충족,1.33,1.33,유지 충족
여의도초등학교 운동장-50,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,50,배치도 경계(래스터 계측) + 분석지점도 격자,194370.65,547016.02,0.0,1.83,1.83,불충족,2.83,2.83,충족,1.0,1.0,신규 충족
여의도초등학교 운동장-51,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,51,배치도 경계(래스터 계측) + 분석지점도 격자,194377.63,547021.48,0.0,1.17,1.17,불충족,1.83,1.83,불충족,0.66,0.66,유지 불충족
여의도초등학교 운동장-52,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,52,배치도 경계(래스터 계측) + 분석지점도 격자,194384.61,547026.93,0.0,0.83,0.83,불충족,1.5,1.5,불충족,0.67,0.67,유지 불충족
여의도초등학교 운동장-53,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,53,배치도 경계(래스터 계측) + 분석지점도 격자,194391.6,547032.39,0.0,1.17,1.17,불충족,1.67,1.67,불충족,0.5,0.5,유지 불충족
여의도초등학교 운동장-54,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,54,배치도 경계(래스터 계측) + 분석지점도 격자,194398.58,547037.84,0.0,1.5,1.5,불충족,1.83,1.83,불충족,0.33,0.33,유지 불충족
여의도초등학교 운동장-55,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,55,배치도 경계(래스터 계측) + 분석지점도 격자,194405.57,547043.3,0.0,1.83,1.83,불충족,1.83,1.83,불충족,0.0,0.0,유지 불충족
여의도초등학교 운동장-56,여의도초등학교,운동장 지반,여의도초등학교 운동장,지반,0,56,배치도 경계(래스터 계측) + 분석지점도 격자,194412.55,547048.76,0.0,2.0,2.0,충족,2.0,2.0,충족,0.0,0.0,유지 충족
